Time elapsed was 57349106ns or 0.057349106s
Time elapsed was 62031071ns or 0.062031071s
Time elapsed was 51010203ns or 0.051010203s
Time elapsed was 49797775ns or 0.049797775s
Time elapsed was 49869768ns or 0.049869768s
Time elapsed was 49737780ns or 0.049737780s
Time elapsed was 50207083ns or 0.050207083s
Time elapsed was 49955442ns or 0.049955442s
Time elapsed was 49786001ns or 0.049786001s
Time elapsed was 60512241ns or 0.060512241s
