Time elapsed was 270234036ns or 0.270234036s
Time elapsed was 256321170ns or 0.256321170s
Time elapsed was 257469138ns or 0.257469138s
Time elapsed was 256648378ns or 0.256648378s
Time elapsed was 259555211ns or 0.259555211s
Time elapsed was 256851249ns or 0.256851249s
Time elapsed was 257744242ns or 0.257744242s
Time elapsed was 266613131ns or 0.266613131s
Time elapsed was 266995074ns or 0.266995074s
Time elapsed was 257750887ns or 0.257750887s
