Time elapsed,52,ns or,5.2E-08,s
Time elapsed,54,ns or,5.4E-08,s
Time elapsed,157,ns or,1.57E-07,s
Time elapsed,228,ns or,2.28E-07,s
Time elapsed,126,ns or,1.26E-07,s
Time elapsed,52,ns or,5.2E-08,s
Time elapsed,258,ns or,2.58E-07,s
Time elapsed,44,ns or,4.4E-08,s
Time elapsed,389,ns or,3.89E-07,s
Time elapsed,46,ns or,4.6E-08,s
,,Total =,1.406E-06,s
,,Mean =,1.406E-07,s
,,Average Mean=,7.03E-08,s
,,Average Mean(in minute)=,1.17166666666667E-09,m
